PALABRA,CATEGORIA,TIPO,GENERO,NUMERO
colegio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
colegio_de_abogados,NOMBRE,COMÚN,,
colegio_nacional,NOMBRE,COMÚN,,
colegio_público,NOMBRE,COMÚN,,
colegios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cólera,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cólera,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cóleras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cóleras,NOMBRE,COMÚN,MASCULINO,INVARIABLE
colina,NOMBRE,COMÚN,FEMENINO,INVARIABLE
colinas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
collar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
collares,NOMBRE,COMÚN,MASCULINO,INVARIABLE
colmo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
colmos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
colonia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
colonias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
colonización,NOMBRE,COMÚN,FEMENINO,INVARIABLE
colonizaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
color,NOMBRE,COMÚN,MASCULINO,INVARIABLE
colores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
columbio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
columbios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
columna,NOMBRE,COMÚN,FEMENINO,INVARIABLE
columnas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coma,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coma,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comandante,NOMBRE,COMÚN,COMÚN,INVARIABLE
comandantes,NOMBRE,COMÚN,COMÚN,INVARIABLE
comando,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comandos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comarca,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comarcas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comba,NOMBRE,COMÚN,FEMENINO,INVARIABLE
combas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
combate,NOMBRE,COMÚN,MASCULINO,INVARIABLE
combates,NOMBRE,COMÚN,MASCULINO,INVARIABLE
combinación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
combinaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comedia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comedias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comedor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comedores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comensal,NOMBRE,COMÚN,COMÚN,INVARIABLE
comensales,NOMBRE,COMÚN,COMÚN,INVARIABLE
comentario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comentarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comerciante,NOMBRE,COMÚN,COMÚN,INVARIABLE
comerciantes,NOMBRE,COMÚN,COMÚN,INVARIABLE
comercio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comercio_bilateral,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comercio_justo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comercios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cometido,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cometidos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cómico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cómicos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comida,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comidas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comienzo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comienzos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comisario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comisarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comisión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comisión_asesora,NOMBRE,COMÚN,,
comisión_de_evaluación,NOMBRE,COMÚN,,
comisión_de_gobierno,NOMBRE,COMÚN,,
comisión_económica,NOMBRE,COMÚN,,
comisión_ejecutiva,NOMBRE,COMÚN,,
comisión_europea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comisión_mixta,NOMBRE,COMÚN,,
comisión_negociadora,NOMBRE,COMÚN,,
comisión_paritaria,NOMBRE,COMÚN,,
comisión_parlamentaria,NOMBRE,COMÚN,,
comisiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comisiones_obreras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comité,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comité_central_del_partido,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comité_econémico_y_social,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comité_ejecutivo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cutivo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comité_olómpico_internacional,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comité_organizador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comités,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cómo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comodidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comodidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compact_disc,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compañera,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compañeras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compañero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compañero_de_equipo,NOMBRE,COMÚN,,
compañeros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compañía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compañía_aérea,NOMBRE,COMÚN,,
compañía_de_jesús,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compañías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comparación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comparaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compasión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compasiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compatriota,NOMBRE,COMÚN,COMÚN,INVARIABLE
compatriotas,NOMBRE,COMÚN,COMÚN,INVARIABLE
compensación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compensación_económica,NOMBRE,COMÚN,,
compensaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
competencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
competencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
competición,NOMBRE,COMÚN,FEMENINO,INVARIABLE
competiciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complacencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complacencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complejidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complejidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complejo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
complejo_turístico,NOMBRE,COMÚN,,
complejos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
complementación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complementaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complemento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
complementos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cómplice,NOMBRE,COMÚN,COMÚN,INVARIABLE
cómplices,NOMBRE,COMÚN,COMÚN,INVARIABLE
complicidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
complicidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
componente,NOMBRE,COMÚN,MASCULINO,INVARIABLE
componentes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comportamiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comportamiento_humano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comportamiento_sexual,NOMBRE,COMÚN,,
comportamiento_social,NOMBRE,COMÚN,,
comportamientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
composición,NOMBRE,COMÚN,FEMENINO,INVARIABLE
composición_musical,NOMBRE,COMÚN,,
composiciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compositor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compositores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comprador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compradores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comprensión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comprensión_lectora,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comprensiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
compromiso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compromiso_político,NOMBRE,COMÚN,,
compromisos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compuesto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
compuestos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comunicación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunicación_de_datos,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunicación_oral,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunicación_verbal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunicaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunidad_económica_europea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunidad_europea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunidad_humana,NOMBRE,COMÚN,,
comunidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comuniones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
comunismo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comunismos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
comunista,NOMBRE,COMÚN,COMÚN,INVARIABLE
comunistas,NOMBRE,COMÚN,COMÚN,INVARIABLE
concejal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
concejales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
concentración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
concentraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
concepción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
concepciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
concepto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conceptos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
concesión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
concesión_administrativa,NOMBRE,COMÚN,,
concesiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conciencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conciencia_colectiva,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conciencia_nacional,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conciencia_pública,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conciencia_social,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conciencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
concierto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conciertos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
concilio_vaticano_ii,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conclusión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conclusiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
concurso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
concursos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conde,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condena,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condenado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condenados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condenas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condestable,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condestables,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condición,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condicionamiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condicionamientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
condicionante,NOMBRE,COMÚN,COMÚN,INVARIABLE
condicionantes,NOMBRE,COMÚN,COMÚN,INVARIABLE
condiciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condiciones_ambientales,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condiciones_atmosféricas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condiciones_de_venta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condiciones_de_vida,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condiciones_económicas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
condiciones_generales,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conducta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conducta_humana,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conductas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conductor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conductores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conejo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conejos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conexión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conexión_a_la_red,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conexiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confección,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confecciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conferencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conferencia_episcopal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conferencia_mundial,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conferencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confesión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confesiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confianza,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confianzas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confidencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confidencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
configuración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
configuraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confirmación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confirmaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conflicto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conflicto_armado,NOMBRE,COMÚN,,
conflicto_social,NOMBRE,COMÚN,,
conflictos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
confluencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confluencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confrontación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confrontaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confusión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
confusiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conglomerado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conglomerados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
congoja,NOMBRE,COMÚN,FEMENINO,INVARIABLE
congojas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
congreso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
congreso_nacional,NOMBRE,COMÚN,MASCULINO,INVARIABLE
congresos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conífera,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coníferas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conjugación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conjugaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conjunción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conjunciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conjunto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conjuntos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
connotación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
connotaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conocedor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conocedores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conocimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conocimiento_científico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conocimiento_humano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conocimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conquista,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conquistas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consagración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consagraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consciencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consciencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consecuencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consecuencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consejero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consejeros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consejo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consejo_de_estado,NOMBRE,COMÚN,,
consejo_de_europa,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consejo_de_la_unión_europea,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consejo_de_ministros,NOMBRE,COMÚN,,
consejo_de_seguridad,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consejo_directivo,NOMBRE,COMÚN,,
consejo_económico_y_social,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consejo_ejecutivo,NOMBRE,COMÚN,,
consejo_municipal,NOMBRE,COMÚN,,
consejo_nacional,NOMBRE,COMÚN,,
consejo_permanente,NOMBRE,COMÚN,,
consejos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conseller,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consellers,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conservación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conservaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conservador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conservadores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conservatorio_de_música,NOMBRE,COMÚN,,
consideración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consideraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consolidación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consolidaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consonante,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consonantes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conspiración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conspiraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constancia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constancias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constante,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constantes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constatación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constataciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constitución,NOMBRE,COMÚN,FEMENINO,INVARIABLE
constituciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
construcción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
construcción_naval,NOMBRE,COMÚN,FEMENINO,INVARIABLE
construcciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consuelo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consuelos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cónsul,NOMBRE,COMÚN,COMÚN,INVARIABLE
cónsules,NOMBRE,COMÚN,COMÚN,INVARIABLE
consulta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consulta_popular,NOMBRE,COMÚN,,
consultas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
consumidor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consumidores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consumo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
consumos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contabilidad_financiera,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contacto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contactos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contagio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contagios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contaminación_acústica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contaminación_ambiental,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contaminación_atmosférica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contaminación_del_agua,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contemplación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contemplaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contenido,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contenidos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contexto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contextos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
continente,NOMBRE,COMÚN,MASCULINO,INVARIABLE
continentes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contingente,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contingentes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
continuación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
continuaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
continuidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
continuidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contorno,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contornos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contra,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contrabando,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contrabandos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contradicción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contradicciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contrario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contrarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contras,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contraste,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contrastes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contratación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contratación_de_personal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contrataciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contrato,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contrato_de_obra,NOMBRE,COMÚN,,
contrato_social,NOMBRE,COMÚN,,
contratos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
contribución,NOMBRE,COMÚN,FEMENINO,INVARIABLE
contribuciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
control,NOMBRE,COMÚN,MASCULINO,INVARIABLE
control_de_flujo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
control_de_gestión,NOMBRE,COMÚN,MASCULINO,INVARIABLE
control_médico,NOMBRE,COMÚN,,
control_numérico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
controles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
convención_de_ginebra,NOMBRE,COMÚN,MASCULINO,INVARIABLE
convención_europea,NOMBRE,COMÚN,,
conveniencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conveniencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convenio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
convenios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
convento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conventos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
convergencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convergencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conversación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conversaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conversión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
conversiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convicción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convicciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convivencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convivencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convocatoria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
convocatorias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coño,NOMBRE,COMÚN,MASCULINO,INVARIABLE
coños,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cooperación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cooperación_económica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cooperaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cooperativa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cooperativas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coordenadas_geográficas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coordinación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coordinaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
copa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
copa_de_europa,NOMBRE,COMÚN,,
copa_intercontinental,NOMBRE,COMÚN,,
copas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
copia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
copias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
copla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coplas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coraje,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corajes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
coral,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coral,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corales,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corazón,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corazones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corbata,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corbatas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cordero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
